"Old.Name"	"Blup_Transfo_Density_stomata_low_year1"	"Blup_Transfo_Mean_NND_low_year1"	"Blup_Transfo_Ratio_test_low_year1"	"Blup_Transfo_Density_stomata_up_year1"	"Blup_Transfo_Mean_NND_up_year1"	"Blup_Transfo_Ratio_test_up_year1"	"Blup_Transfo_Area_2_cavities_filled_field_year1"	"Blup_Transfo_Perimeter_2_excl_cavities_field_year1"	"Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year1"	"Blup_Transfo_Circularity_field_year1"	"Blup_Transfo_Horiz_size_center_field_year1"	"Blup_Transfo_Horiz_size_25perc_field_year1"	"Blup_Transfo_Horiz_size_50perc_field_year1"	"Blup_Transfo_Horiz_size_75perc_field_year1"	"Blup_Transfo_Vert_size_center_field_year1"	"Blup_Transfo_Vert_size_25perc_field_year1"	"Blup_Transfo_Vert_size_50perc_field_year1"	"Blup_Transfo_Vert_size_75perc_field_year1"	"Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year1"	"Blup_Transfo_Horiz_size_25perc_Horiz_size_75perc_field_year1"	"Blup_Transfo_Vert_size25perc_Vert_size_75perc_ratio_field_year1"	"Blup_Transfo_Num_Indents_field_year1"	"Blup_Transfo_Indent_width_mean_field_year1"	"Blup_Transfo_Indent_depth_mean_field_year1"	"Blup_Transfo_Area_2_cavities_filled_field_year2"	"Blup_Transfo_Perimeter_2_excl_cavities_field_year2"	"Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_year2"	"Blup_Transfo_Circularity_field_year2"	"Blup_Transfo_Horiz_size_center_field_year2"	"Blup_Transfo_Horiz_size_25perc_field_year2"	"Blup_Transfo_Horiz_size_50perc_field_year2"	"Blup_Transfo_Horiz_size_75perc_field_year2"	"Blup_Transfo_Vert_size_center_field_year2"	"Blup_Transfo_Vert_size_25perc_field_year2"	"Blup_Transfo_Vert_size_50perc_field_year2"	"Blup_Transfo_Vert_size_75perc_field_year2"	"Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_year2"	"Blup_Transfo_Horiz_size_25perc_Horiz_size_75perc_field_year2"	"Blup_Transfo_Vert_size25perc_Vert_size_75perc_ratio_field_year2"	"Blup_Transfo_Num_Indents_field_year2"	"Blup_Transfo_Indent_width_mean_field_year2"	"Blup_Transfo_Indent_depth_mean_field_year2"	"Blup_Transfo_Area_2_cavities_filled_field_y1_y2"	"Blup_Transfo_Perimeter_2_excl_cavities_field_y1_y2"	"Blup_Transfo_Squared_Perimeter2_Area2_ratio_field_y1_y2"	"Blup_Transfo_Circularity_field_y1_y2"	"Blup_Transfo_Horiz_size_center_field_y1_y2"	"Blup_Transfo_Horiz_size_25perc_field_y1_y2"	"Blup_Transfo_Horiz_size_50perc_field_y1_y2"	"Blup_Transfo_Horiz_size_75perc_field_y1_y2"	"Blup_Transfo_Vert_size_center_field_y1_y2"	"Blup_Transfo_Vert_size_25perc_field_y1_y2"	"Blup_Transfo_Vert_size_50perc_field_y1_y2"	"Blup_Transfo_Vert_size_75perc_field_y1_y2"	"Blup_Transfo_Vert_size_center_Horiz_size_center_ratio_field_y1_y2"	"Blup_Transfo_Horiz_size_25perc_Horiz_size_75perc_field_y1_y2"	"Blup_Transfo_Vert_size25perc_Vert_size_75perc_ratio_field_y1_y2"	"Blup_Transfo_Num_Indents_field_y1_y2"	"Blup_Transfo_Indent_width_mean_field_y1_y2"	"Blup_Transfo_Indent_depth_mean_field_y1_y2"	"Blup_Transfo_PC1_year1"	"Blup_Transfo_PC1_year2"	"Blup_Transfo_PC1_y1_y2"	"Blup_Transfo_PC2_year1"	"Blup_Transfo_PC2_year2"	"Blup_Transfo_PC2_y1_y2"	"Blup_Transfo_PC3_year1"	"Blup_Transfo_PC3_year2"	"Blup_Transfo_PC3_y1_y2"	"Blup_Transfo_PC4_year1"	"Blup_Transfo_PC4_year2"	"Blup_Transfo_PC4_y1_y2"	"Blup_Transfo_PC1_PC2_year1"	"Blup_Transfo_PC1_PC2_year2"	"Blup_Transfo_PC1_PC2_y1_y2"	"Blup_Transfo_PC1_PC3_year1"	"Blup_Transfo_PC1_PC3_year2"	"Blup_Transfo_PC1_PC3_y1_y2"	"Blup_Transfo_PC2_PC3_year1"	"Blup_Transfo_PC2_PC3_year2"	"Blup_Transfo_PC2_PC3_y1_y2"	"Blup_Transfo_PC1_PC4_year1"	"Blup_Transfo_PC1_PC4_year2"	"Blup_Transfo_PC1_PC4_y1_y2"	"Blup_Transfo_PC2_PC4_year1"	"Blup_Transfo_PC2_PC4_year2"	"Blup_Transfo_PC2_PC4_y1_y2"	"Blup_Transfo_PC3_PC4_year1"	"Blup_Transfo_PC3_PC4_year2"	"Blup_Transfo_PC3_PC4_y1_y2"
"GWR_100_1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.7322693501941	128.356336610116	3.30922851174134	-0.26556535248657	31.2276076477743	0.12371002663703	23.5953860508474	31.1845408955394	28.70403432304	17.2818353328178	26.2155524817474	12.8628447381166	-0.0231121929575077	-0.0463645556095311	0.00298225249176714	12.2763822829858	0.364830489708904	0.326706434737035	22.8778926018379	111.032567536285	2.92190316038025	-0.324906464618291	31.234592050558	0.122144545787782	23.4885348027438	31.195838424272	29.1367068725466	15.0291746318452	26.7134069988883	11.1733569716396	-0.0209991233325481	-0.045412048094272	0.00100099187603037	12.2981065344019	0.325595863170987	0.325777859245043	NA	0.0259704347855242	0.022350706709409	NA	0.0368181377378022	0.0289012689378663	NA	-0.00432113745025333	-0.00539000510493508	NA	-0.00371574603876417	-0.00272828229106852	NA	-0.00988761404578986	-0.0079559094269674	NA	0.0169508221452821	0.0149661175108928	NA	0.0257543061410238	0.0241010122616916	NA	0.0136062051877622	0.0109329879700606	NA	0.0132752962964328	0.0112670773995875	NA	-0.00193549897590926	-0.00189428294677227
"GWR_100_10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.547500987899104	-7.65379180951557	-0.0253883635565663	-2.03098234376897	-0.946502147513794	-0.0217190965723121	-0.149865214064513	-0.942170305544961	3.08357940233782	-0.931882177810312	3.2389415816075	-1.60026200262842	-0.00131800895773193	-0.0569959148241798	0.00135787802360513	1.87844544948467	0.0406922457202059	-0.0116498942385515	-0.209615319960604	-4.1577072089275	0.0734616292949277	-1.88169981787201	-0.687965436825946	-0.0187346735884821	-0.204115701730627	-0.7234215473062	3.79196998661171	-0.624661358486352	4.01743685755676	-1.21303550431865	0.000469579659438924	-0.0558161259531865	0.000444865492669031	2.06626658473185	0.0356819472184439	-0.00554150293033384	NA	0.0559466734222596	0.0462715946003804	NA	0.0103997243065506	0.00780934261391166	NA	0.00719425263211054	0.00910988484714246	NA	-0.00764748603904739	-0.00526176260100882	NA	0.0214293600282597	0.0166721234645661	NA	0.019886798716088	0.0169964923109091	NA	-0.00116311371618965	-0.00116188156014826	NA	0.0286191514608733	0.0219317820796715	NA	0.00541715546271422	0.00452702759347532	NA	0.0102832458785748	0.0100965071743786
"GWR_100_102"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.2734805709617	135.264832922995	4.0904435630028	-0.0815663424503843	30.9293238633764	0.113032225064838	17.5120317517137	30.4545867787435	28.3241502352846	16.5602056163728	23.972085893509	16.7136645721463	-0.0263103241030163	-0.0556746114441837	-0.00000453429403708921	21.6846427064401	0.331455513021483	0.245593254128898	22.4235172939951	116.885368426308	3.5859613972737	-0.156512882760339	30.9388493752768	0.111804926921418	17.4170732970488	30.4710146802259	28.7623072656598	14.4083127580646	24.5079746625183	14.4845851329496	-0.0241792897169941	-0.0546065330572855	0.0000013169468660964	21.5237846998175	0.295859100798122	0.246502707227291	NA	0.0359401422376648	0.0308315673650691	NA	0.0138614060992557	0.0108054053044898	NA	0.000928121040639704	0.00111023643294409	NA	-0.00121292195727949	-0.000925624359723517	NA	0.00931165331821724	0.00760040687885864	NA	0.0171074248811949	0.0151024110768111	NA	0.00709131535511114	0.00656112207300628	NA	0.0167507285357089	0.0134267436169887	NA	0.00480646113283237	0.0040917629444517	NA	0.00125070060645873	0.00124103436529499
"GWR_100_103"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-17.0107310181217	-87.0955320560023	-2.3060472967775	-1.600860957043	-25.0421434439234	-0.129855912363846	-18.7161333773813	-25.1231264800171	-17.2993107626311	-12.0457725434671	-15.4226030778225	-11.1171466937787	0.0644757597872946	0.0626572143361841	-0.000598289722689186	-8.06858453789819	-0.419185709137759	-0.225223642755962	-16.4571889503304	-67.8606962258843	-1.76490988190316	-1.4978559683408	-24.5043958015277	-0.122341369385481	-18.721387673609	-24.6724151317353	-16.19019061209	-9.72822386692667	-14.214485006498	-9.0057921281682	0.0657664496426097	0.0620093914471784	-0.000193253499147241	-7.61584031217434	-0.362615543118834	-0.212661193641903	NA	-0.0146517003900339	-0.0118606711230278	NA	0.00180381678257147	0.00127886856088409	NA	-0.00448259674531144	-0.00572415418563101	NA	-0.00694790660665354	-0.00478402112083492	NA	-0.00928674396949079	-0.00716240470183162	NA	-0.00239946849788642	-0.00186146165023222	NA	0.0055834486848396	0.00509687825044786	NA	-0.00317880976433979	-0.00231479756072322	NA	0.00245900776040861	0.00206268511597533	NA	-0.000709165257225485	-0.000687570023035824
"GWR_100_104"	0.000005435146746673	-9.6606809202118	0.0033714414277182	0.0792196574030018	-0.0390211814348271	0.00076993053174187	4.98442325425641	0.662113206114024	-0.321119134177224	-0.628118392960947	4.46038674878995	0.0814206573485144	4.42377691395217	4.13604643519627	9.141610882632	0.386004320159605	9.87286380023543	0.383797610634289	0.0148389910698921	0.0269288712212757	0.0000224023693089934	3.41255838894578	0.0185346073466825	0.00281931154438374	23.9833504120662	103.735286061168	0.424563064377687	2.48068308730063	30.1849151280165	0.211258092774767	22.9025072576816	31.0428097024055	28.3324490579669	18.6652534559764	27.5039397517785	21.5989653020071	-0.0192759326266288	0.0363067962500217	-0.00251736362231746	19.0155167258956	0.0737702678011184	0.1326803430559	18.4732006222789	59.0475247798485	-0.0146112791809864	1.14740965956301	23.0056254378163	0.182331833804646	18.3725666898162	23.4589296076508	22.9796420181161	10.914326117235	22.6509960395623	12.3796715011248	-0.00888457061305198	0.0349396208813263	-0.000794809641462846	13.589693331611	0.0733638286108167	0.0920908171291051	0.015416140343834	0.0329590703890347	0.0308592605497496	-0.0212014786438247	0.0149683505032108	-0.0069376834442682	0.0122520927403562	-0.00204133439119792	0.00408492665962642	0.000399546838756932	0.00257170051261921	0.00182836248691577	0.0240336947984193	0.00700531300117471	0.0194985498730205	0.00312882831667942	0.0184349651604147	0.0131260309307666	-0.023229600576611	0.0108797948605847	-0.00653193748583461	0.00662472691316466	0.0133397105309905	0.0124503535910452	-0.0120567026432016	0.00386151764115774	-0.00360913193688385	0.00612696410514854	-0.00318661045006609	0.000902865535751208
"GWR_100_105"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.03740236541946	41.3108827035406	1.10373626163111	-1.64730787832599	15.5841898841924	0.0803977365941614	9.88473643439583	17.5203670497452	9.11818656303346	2.74438129759779	9.13350519501739	1.20790687209238	-0.0401066017330465	-0.0333634771876132	0.00118387563842731	2.64360160236027	0.235729918453953	0.147191520231906	8.26283201185655	35.1062378286062	0.983615494610378	-1.53930558143687	15.6511753567467	0.0791042316186747	9.80400473580186	17.562008750976	9.70793619450202	2.38662391109762	9.7762968653259	1.08639096868652	-0.038026067384208	-0.0325446560676943	0.000388104395971859	2.81104403834002	0.204602885372714	0.148499828767449	NA	-0.00356441085213677	-0.0027311511813494	NA	0.00385090912111447	0.00283408345398454	NA	-0.00793344846306683	-0.0101080481130869	NA	-0.00261826825060038	-0.00182731922100828	NA	-0.00505759633273693	-0.00388074702560272	NA	0.00647755068805135	0.00564999899561415	NA	0.0105041375819206	0.00966178228287755	NA	-0.000258094813885252	-0.0000876941577247199	NA	0.00180167368140808	0.00151508017673352	NA	-0.00601946050816446	-0.0058972217745684
"GWR_100_107"	-0.000000415285025247873	-3.39965001242803	-0.0169129214757291	0.0671289063761837	-0.0434251879244801	-0.0115717665067246	-6.84857794135255	-1.18563138454167	-0.831720148901856	-3.76453970990312	-10.3397127836094	-0.0755290304845582	-6.68101679526708	-13.4020706910813	-3.50416359129833	-0.51250729219066	-3.46097943576528	-0.450929516083001	0.0370824496035464	-0.00498842107775187	-0.000873101462523199	-7.75605142530198	0.10342100099666	-0.077227576371063	7.39770490315149	32.965532591703	0.690931220763989	-5.07352560738062	11.2078694055045	-0.00550347398565043	11.7259139199463	8.36555547171871	16.9657555452056	3.44499813001978	16.7154439193056	1.56278810005077	0.00371402483307237	-0.0832722979445274	0.00277954717367734	0.646456445703702	0.590550959871204	0.142106634023925	3.79881574250199	25.4523651475019	-0.0672535677991283	-5.15056165814261	5.79148692618377	-0.0295111914478591	7.11175873178475	2.74922926841538	11.4090867251045	2.87320817562209	11.0410566911989	1.69283943883433	0.0158809812499119	-0.0640716391795985	0.000312347742462124	-1.91117397139626	0.452801755413498	0.0724252235089614	-0.017066161231206	0.059148637317763	0.028611997014539	-0.0446753795943646	-0.0144991630945903	-0.0377372744171125	0.0160519705503691	-0.0141653243961784	-0.00643537918447539	-0.0150451435639468	-0.0124137637565657	-0.0183202739070566	0.0223473296281859	0.0384815258278523	0.0363236631054997	-0.0179055124824481	0.0420939292841876	0.0190434329600422	-0.0439816227224877	0.00352303474127841	-0.0186683695949908	0.00202987828440924	0.033475934477459	0.0226502886238402	-0.0159246064852542	-0.00144381077107195	-0.00827749701031762	0.0229866661027237	-0.00507234093018531	0.00673688393388391
"GWR_100_108"	0.0000225709054027779	-22.6206772912922	0.0076913850591726	0.116978295627482	-0.0695792826826645	-0.0111998636583608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-26.3547818589675	-123.894597829048	-1.62716850693371	-1.10588129225776	-37.6177269786946	-0.225988511043613	-30.0294813402186	-37.8432411736888	-29.5528367389209	-20.4469769819175	-25.7890894032096	-18.8936522664168	0.029956311728746	-0.03044832203308	-0.00193790406158208	-18.1621073223073	-0.242240295389141	-0.152910716533877	-25.7369493774536	-102.67160580783	-1.27419507855442	-1.09395305330688	-37.0242423482508	-0.216478491294956	-30.0314974201404	-37.3467922580931	-28.2790952815442	-17.4312140902809	-24.4095825101652	-16.1332976416793	0.0317712813186334	-0.0296933915270579	-0.000645780226124264	-17.5496757654718	-0.215297988202805	-0.142971144212335	NA	0.0272653538150332	0.0234522463385654	NA	-0.0553768004016667	-0.0437722742531906	NA	0.00330116732348828	0.00404881795752392	NA	-0.0120992112108619	-0.00876646935201123	NA	0.0516124326955995	0.041874855559706	NA	0.0106122329602993	0.00944955410044549	NA	-0.0353380081126503	-0.0333148915274767	NA	0.0183904012925815	0.0147270816155076	NA	-0.0151046156326956	-0.0127781175258955	NA	0.00865053767316296	0.00852269913924855
"GWR_100_11"	0.00000583610948392349	-5.93524949117675	0.0230376712409303	0.060999717773622	-0.0217503012999036	0.00959813453758689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-38.0352373047746	-172.567336203076	-1.60915405530138	-7.14605005947077	-57.8806886741967	-0.306127276371224	-42.9497054759418	-61.5326859925096	-36.7588404031913	-23.4851514702536	-35.2536298087607	-25.7065562870924	0.206421000685667	0.157810053695153	0.00588885957500472	-26.1868000364301	-0.370315677426674	-0.337587925981488	-37.3050407937512	-143.906605954578	-1.25888220795592	-6.62183960844401	-57.1145818651846	-0.294079136362791	-42.9264628664512	-60.8697393760847	-35.3810640822605	-20.0451401284064	-33.7136673441954	-21.9915513709783	0.207244720752357	0.156228028874303	0.00197383072875802	-25.4186365536204	-0.329411841738456	-0.323463559173866	NA	-0.136879623221082	-0.116179802470542	NA	0.0225311982589077	0.0176394520286041	NA	0.000442213124644298	0.000508528815645878	NA	-0.0204359834395239	-0.014771025841215	NA	-0.0827164620658612	-0.0669659005119977	NA	-0.0685999679731897	-0.0594899396225352	NA	0.0128547883063731	0.0119777610152972	NA	-0.0521933756247933	-0.0412491897593419	NA	0.0138581090383017	0.0117608719546337	NA	0.0104298904965517	0.0102736364447203
"GWR_100_110"	0.00000849536766760289	-12.5533814782115	0.0110940240918975	0.0382574259251076	-0.0261060526044926	-0.00855278557390402	-7.47441773468521	-1.17544130458552	-0.507607956913703	0.678138563516569	-8.71711051238377	-0.0617122115782883	-8.38570004228737	-6.11929324025039	-11.4320914380106	-0.442334138604166	-9.6931018181135	-0.473666517398703	-0.0229639656677184	-0.0408577709555233	0.000121245716238512	-4.11975985787248	-0.0252372208243614	-0.0980129246551236	-27.0001588731048	-132.268552099566	-2.76360271303521	0.654014713070931	-37.620810945919	-0.216084821387656	-28.0965119491841	-36.4546731719742	-32.8786051627227	-20.2402630941395	-30.6829143354986	-20.0737263184001	0.00645090381788536	-0.0149683226777707	-0.00050965273674053	-16.1271030911247	-0.703555387579539	-0.306008351104988	-16.715540117313	-60.5112913139922	-1.78662807558614	0.981525850447674	-21.9639316604059	-0.146261380856485	-17.5381732794805	-19.5621728264364	-22.4581825559736	-9.40788428262891	-20.6024302799704	-9.40557958829063	-0.0192635277811472	-0.0377415469041877	-0.000074142122248108	-9.74485583340129	-0.397408807508925	-0.212441136031201	0.0268683979585726	0.0339166840921828	0.0398904653308946	0.0340531419463152	-0.0155992723633412	0.0169250080502665	0.0138671720011819	-0.00227811693126685	0.00468679112761065	-0.00030711344715615	-0.00925110599881712	-0.00506647313526072	-0.00942527114681276	0.0283138642050197	0.00889526600513727	0.00878826109679067	0.0192411973212234	0.0171271448912284	0.0196330084626363	-0.00661882849601563	0.00822705341625776	0.0121996654307346	0.019743533843866	0.0202430111173469	0.0191546180171674	-0.00264067882854696	0.00832521523740913	0.00784118901092859	0.00237876251485643	0.00560047965216546
