Del,Nig,Dos
1.6788523158202286,0.008223174630942909,0.2579274912853627
1.6788523158202286,0.008223174630942909,0.2579274912853627
1.518570423440319,0.22164534029885458,0.3023442287201471
1.8710796489078838,0.228263424971206,0.2864965700868397
2.058472786638636,0.5172668727529696,0.2823629221134214
2.0001909412099983,0.7241922416366819,0.28658156426350107
1.9880291327646824,0.5444621824645016,0.28705308762314047
1.7272813632540052,0.383548153995954,0.3003753963752536
1.765471645852461,0.46659398697798976,0.4318711827837486
1.8507306184645922,0.4144108063775529,0.4175820711101072
1.9727065799320915,0.030788751793812495,0.40366665081555625
1.8782017715042583,0.6728313045815195,0.32954369761310526
1.9374099015203505,0.6151194986578865,0.19265735391146138
2.250503240241958,0.09141023092432761,0.1503019229373959
2.209827219981255,0.1732730452287422,0.11150277437026747
2.020096798952057,0.5967508740575768,0.1028218487472053
1.8465963444594566,0.7973451582228746,NA
2.084982494495501,0.8197858524997031,NA
1.5733679212193703,1.101101195199415,NA
1.893372359217026,1.383897287321841,NA
1.5086482863388777,1.1066256724827992,NA
2.021546221151197,0.9655774118703697,NA
1.7208684049623446,0.36004237437896514,NA
2.145386331856095,0.2406266335332914,0.04329136116640591
1.8861948784371383,0.8950317858418085,NA
2.072786367952861,0.30275256509467036,NA
1.6928289795108618,0.11501530802222573,NA
1.8500614705694567,0.11385722993445893,NA
1.2754690420125359,0.6067312823774975,NA
1.0652357695138466,0.4729881339864902,NA
1.1077302971475178,0.33514169893835655,NA
1.6277863276046802,0.5213297731980759,NA
1.5109548072954326,0.25653049848139364,NA
1.7185148599860323,0.31588271334968976,0.8314219884573725
1.5651891953355304,0.11074013577744002,NA
1.2089648838474538,0.18491810522880098,0.024786996284409783
1.3372061206804315,0.029789680837264874,NA
1.6145309924534157,0.06504090112548225,NA
1.5520256431535928,0.16388404989521643,NA
1.8854019766299066,0.1150346773550856,NA
1.945536748678879,0.44534698635880426,NA
1.67359100269551,0.5895158740883434,NA
1.647901041776183,0.33033193855202175,NA
1.7230295831515203,0.251372684186525,NA
1.6832971548106288,0.34137555778903317,NA
1.6294625934273075,0.3039853667523817,NA
1.5113363256037975,0.6618565731426553,NA
1.27761816884023,0.8259339976787883,NA
0.5761615730271237,1.2350195713222456,NA
0.7149815219759077,1.6699147574894593,NA
0.5390704564839167,1.6691982218427528,NA
0.938708675930328,1.7258897456567657,0.5456742518943631
0.7259766111265598,1.4148077125722762,0.5089743079427446
0.4786388419868213,1.3282739583873393,0.5359664350587814
0.45097359852743585,1.235261964553042,NA
1.0827682502297247,0.683605508409516,NA
0.976019952215586,0.7355518165916446,NA
0.9786829953194492,0.6082942238358336,NA
1.361599120123406,0.49881327579404805,NA
1.7157587851715042,0.4993282695290685,NA
1.4491054757049024,1.4368824249848728,NA
0.9151705125783582,0.49102989420031906,NA
0.8783493567855235,0.7063276930787993,NA
0.9078984896768522,0.7551421440688608,NA
0.9154024066485479,0.9007057381863699,NA
0.8450524230607988,0.9955906888243694,NA
0.6854825431989653,0.9106198395599893,NA
0.7129059510472315,0.5339371442436673,NA
0.24161337477452854,0.7895796012547753,NA
0.9688385647853676,0.8732070013599216,2.044499000118342
0.8700002531070071,1.7371370721811186,1.9731193009179575
1.3398950061066386,2.053730609414954,1.8384564632951672
1.1398188558401439,1.7311970219454127,1.9536741124069172
1.4240909035574871,2.1245429242090736,2.012380101059954
1.459286323503201,1.8599524084044612,2.037247518950251
1.614666041235195,1.6279396622346767,1.9750213673007189
1.7459428747592807,1.4827122983571388,NA
1.619619371103617,1.3398230486968565,NA
1.9402156740202021,1.33848910056389,NA
1.693658934281937,1.1035189105086174,NA
1.532035556488247,1.1228592064316292,NA
1.463025832757073,1.2849213529067975,1.6322722917145374
2.0601897749006888,1.5284627118707312,1.631119740115713
2.2673605838265614,1.5890454081845904,NA
2.0147691932567175,0.8199458594625607,NA
1.6596312963020998,0.7030707985161543,0.7987163551539624
2.0285641778083505,1.1604121969416932,0.7720860420527922
2.3928309697599075,0.6818743716924724,0.7097266693121418
1.9873702905285806,0.7941526934921493,0.7426452791528046
2.09667236116297,0.5519547823424316,0.6885656986101815
2.0742174969243625,0.6107970952013042,0.6803331614800529
2.522558113185897,0.9081603235788752,0.6745912029875163
2.6475201695416333,0.8331725737338035,0.6837120679205309
2.7167670254438727,0.742568369034327,0.6917513293371251
2.786275426240628,0.8244539487252261,0.6882294804928694
2.514961681029521,0.6757524534247003,0.9982534865850646
2.1006898348090166,0.45819054056590824,1.0375800430688698
2.0812230537807332,0.6179247038892693,1.1659626220172374
1.605607628447342,0.361269199983257,1.110585571185739
1.3517020091682712,0.22412167639502467,1.1238454481500375
1.295580673256729,0.027645141748307282,1.1665033765431407
1.7491811411801192,0.14442832661142962,1.8965165892942575
1.7544840137588447,0.4217000343656283,1.1804188503681141
1.8689921278446149,0.8689975651891145,1.0908393801248129
1.9366121514901007,0.9223098330511993,1.0580612373936105
2.0358242600735807,1.0709695582553076,1.0389554252572135
2.247873585512192,1.207446197532468,1.0715433024179875
2.1497212696744876,1.1173542654838629,1.109280665801511
2.1117311664578997,1.1140608075397556,1.109276863152198
2.079158474416075,1.2881656408886388,1.0561545337376899
1.6735535283229552,0.6390849593181589,1.022195842611592
1.6068033943637852,0.3709813283685229,1.0543634985358838
0.851502433931781,0.8294352961342832,0.901514551917086
1.2462974330228884,0.850152381683793,0.39833163359127277
0.23845463223423782,0.3224044703387011,0.9735589232105126
1.3502891129453978,0.31781898588795815,0.6257392316183252
0.9705065980223844,0.22115725359292904,0.9635185677192261
1.6988981804622358,0.12008547095193599,0.8757644229697714
0.015418447809032716,0.526744592958984,1.5021758032873838
2.33607184999104,1.246494990215196,NA
2.33607184999104,1.246494990215196,NA
2.0209194268326702,1.0506252933713764,NA
2.047381525973398,1.036752622330594,NA
1.2982438135870835,0.13772535803500632,NA
1.4827580187138094,0.04619715091047583,1.6767552410765771
1.5186945019545723,0.0555575475174611,1.6154591338098614
2.0814258445537113,0.6896043781377257,1.3464927074396131
2.235107109097797,0.5490100765175014,NA
2.1880391413749605,0.7591341830249015,0.1317740460169921
2.2696817878416966,0.6645165869079256,NA
2.2763885742739434,0.47419046562313655,NA
1.3665321087750921,1.2750332760055618,NA
1.4529616134090548,1.0826170661602434,NA
1.2133670280942328,1.4094508582339005,NA
1.9146829969952308,1.5645963311297997,NA
1.8488789162706043,1.6601453844818086,NA
2.3745103634301823,1.3646836952085835,NA
1.950345380985117,1.9524882405450903,NA
2.261703654351681,1.7360894790197097,NA
2.098603961892069,1.5409112562118517,NA
2.0842652370415937,1.4367287940814337,NA
1.7717307448116795,1.7227919861529721,NA
1.677657720419555,1.7127819416670045,NA
1.3217144929630906,1.69708579494023,NA
1.7071502021538003,1.5223722510022266,NA
1.871308792781787,1.7781839725757316,NA
1.5621325437831513,1.3669916693512572,0.5164007801994234
1.3993505247115712,1.132813203736969,0.5566420941773046
1.4478878463803493,1.5421697724683572,0.8948369527601436
0.6364088505495098,2.0748182263278787,0.5543005548903942
0.5737795934858918,1.684594131037875,0.587379963836853
0.6566617306243118,1.2284728323834293,NA
1.3806388000068919,1.127700506519714,NA
1.1749932149723121,1.3756508206907812,NA
0.8095454788855714,0.7626288797811275,NA
0.6770395031369144,0.8343852629368976,NA
0.05164276538926486,0.9486740945945004,NA
0.23676252901212136,0.8810258955735163,NA
0.7242137702726513,0.6707725364055865,0.6642007332724755
0.3975211146977776,0.41270728030019543,0.740604682060817
0.5271804137736669,0.3160889524172977,0.7367110788533756
0.05912162106545047,0.17038979318653782,0.8234881075388409
0.5174148392355272,0.2777968924439921,0.671356110189021
0.9063697494319806,0.4803564578246533,NA
1.3567380515379845,0.3701622020586594,0.730092968945023
1.0823721057852342,0.4074615975722213,NA
0.8943582305481053,0.616720526785721,NA
0.46566012631271275,1.5665734874939934,0.9984094415352349
0.6789330142319581,1.2473985328108574,0.9843007471002284
0.38112080488361616,0.8837692902755009,0.8998937915554351
0.9223442274594886,1.3382749148412216,0.986548084137792
0.6664064740633987,1.545628111322675,0.9515709343607225
0.7711107559837442,1.1091140253483456,0.9499075707547975
0.5591981721580125,1.0347798704180964,0.9091101377106386
0.6058607657261489,0.9161529093414202,0.5346394607287615
0.5647298638050747,0.7933255517290496,0.5765621258602607
0.8225866239457388,0.6099610227543307,0.6228046855794366
1.108121174414619,0.6969059698244926,1.0135648219995568
0.9837439272334131,0.6725961213615974,0.9255458740045376
1.050478720669435,0.7051759581955896,0.9296904537389847
0.9300125358683755,0.4813362850554586,0.9249094001821183
1.2109780450516767,0.33326460423083754,0.9510125802583375
1.0678936638818814,0.07982317614466818,0.9237562157388569
1.1597976150180165,0.38101692632871115,0.8770970193915538
1.0948220499538177,0.20555275418947144,0.907317512329847
0.6438351355679294,0.9442280022564303,0.899854279119204
0.6210899305354756,0.8347960129379062,0.9105724423629175
0.20064339938663653,0.9455196038237712,0.9218521220741138
0.08983878135466565,1.7439440516617881,0.9682575102145055
0.4562182484929749,1.4453492555142526,0.8888200771708819
0.4809775138876192,1.275752853376279,0.5538790513945614
0.3032726892042205,1.572618641841377,0.5637976073638066
0.06057994487499226,1.1369731105632035,0.07384122076642588
0.04293092011326114,0.8014976966475211,NA
0.3992476710467524,0.8713957159943332,NA
