Del,Nig,Dos
0.3246593430537625,0.6607664780961654,0.051392994206556464
0.3246593430537625,0.6607664780961654,0.051392994206556464
0.4265256457100793,1.1171523181563954,0.6511536021363435
0.861651589101127,1.1670801514704183,0.2039553822171029
1.345725172832778,1.1141567682650868,0.24944905551471228
1.2112348842642922,1.2844203563859804,0.29965021662294006
1.1673624389844632,1.1751882610289142,0.3173553944452949
0.664813395429368,0.9610432780881979,0.17170004187961518
0.435115783604063,1.302118938944718,0.20456893938674975
0.4373497502896078,1.3145656028841957,0.20622721588473655
1.108352719108463,1.2956912821708488,0.39973737425025796
0.8534723683992901,1.7597425480597497,0.3879665276032642
1.0342646931551365,1.5379794125104655,0.23775656919634874
0.5440435264116611,1.7261098469257674,0.1689606534591001
0.726268818994355,1.6297314458834882,0.2196823546967508
0.7797868979766522,1.1956902824151658,0.19730691735078285
0.5604510426224409,1.1972578824058506,NA
0.48399117764381977,0.6279584408914191,NA
0.6377981943544477,0.956699314268664,NA
0.2655934966644662,1.2841476825220577,NA
0.07259868518566613,1.5934448163901456,NA
0.24414727742964157,1.9524838210966207,NA
0.4086830971198673,1.9559594284864585,NA
1.0645150671890655,1.8029579407719558,1.3827731797701521
1.4160487725222963,1.7208732845328596,NA
1.8240967309493308,1.4466004556631171,NA
1.6590662457382506,1.877659917824735,NA
1.9004595036963858,1.503009655237895,NA
1.7774050522406708,1.2191651258585945,NA
1.9227188719928798,1.1806856640371255,NA
1.6172547592451498,1.3733978940926708,NA
1.7841945388915907,1.5189807564371116,NA
1.4912534579525436,1.14269663424184,NA
2.355688106325757,1.2162217488463194,0.7276947679018408
2.2426331905877466,0.8479388384722812,NA
2.275346571625631,0.32230799004738675,0.20073416829277402
2.234011531096331,1.0283807455827783,NA
2.053954377615,0.9750622593591105,NA
1.4037131090366728,1.12264812810752,NA
1.325337411198165,1.442772047723405,NA
1.1623659739570849,1.7493004132209327,NA
1.353886956573272,1.9403059325922083,NA
